customer_id,prev_transaction_id,curr_transaction_id,prev_timestamp,curr_timestamp,hours_between,distance_km,implied_speed_kmh,prev_rail,curr_rail,prev_amount_brl,curr_amount_brl,prev_geo_country,curr_geo_country,prev_ip_country,curr_ip_country,prev_country_risk_geo,curr_country_risk_geo,prev_country_risk_ip,curr_country_risk_ip,prev_ip_anomaly,curr_ip_anomaly,prev_ip_proxy_vpn_tor,curr_ip_proxy_vpn_tor,prev_device_rooted,curr_device_rooted,prev_cross_border,curr_cross_border,risk_flags,severity,priority_candidate,rule_id,rule_name
C100313,TGKBUMA5XLWOJ,TDQC1NNU6RFJX,2025-09-10 21:59:17,2025-09-11 08:13:46,10.241,14754.6,1440.7,PIX,PIX,485.56,9379.56,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101328,THT6I6KX0O4JF,TBCH9XR7G7DGB,2025-09-24 04:33:14,2025-09-24 08:40:07,4.115,14713.9,3575.9,Wire,Card,1529.04,2423.5,BR,AF,BR,BR,Low,High,Low,Low,No,No,VPN,None,No,No,No,Yes,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101874,T06QA37CQLKF1,T8JAK2WUQR1K6,2025-07-26 07:20:21,2025-07-26 10:01:39,2.688,14713.4,5473.0,Card,Card,5317.34,1728.27,BR,CN,BR,PT,Low,Low,Low,Low,No,No,None,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100894,TGSJVSICHXP7C,TIEJ8W0ZM1QUO,2025-07-01 12:44:21,2025-07-01 16:03:39,3.322,14708.0,4427.9,PIX,PIX,3318.73,1093.51,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102253,TCF4G7K0ORSMI,T5UBDQ70ISMJK,2025-08-27 15:25:37,2025-08-27 23:33:23,8.129,14701.8,1808.5,PIX,PIX,7041.3,7208.51,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,geo_country_high_risk;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100905,TMCQUA400PDIO,TSKI2N590KLTF,2025-09-02 04:55:37,2025-09-02 12:24:48,7.486,14590.4,1948.9,PIX,PIX,7313.81,1257.0,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100946,TG6AXCCP200DM,T4JJST46OT1U3,2025-08-22 17:42:35,2025-08-22 18:47:26,1.081,14549.5,13461.4,Wire,PIX,1963.92,1667.57,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102255,TWFN3DC030ZLO,THJWNDUPNLIIA,2025-08-18 19:53:58,2025-08-19 04:42:13,8.804,14538.4,1651.3,PIX,PIX,2500.1,1527.76,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101717,TIT4F1FDQC516,T7YH80HS8IVE9,2025-08-24 19:17:41,2025-08-24 21:49:19,2.527,14420.0,5705.9,PIX,PIX,5247.37,12765.18,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101668,TBQ3071ZBF0L7,TUXPYQ7EL52VH,2025-07-10 04:36:45,2025-07-10 07:17:54,2.686,14255.2,5307.6,PIX,PIX,1927.52,4226.2,CN,BR,AR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101413,THA0J4J76HSTN,TQ870BXFHGCB9,2025-07-28 23:30:15,2025-07-29 08:46:35,9.272,14234.3,1535.2,Wire,PIX,4565.97,1147.43,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100776,TQE3CJ74PIWZP,TW6VDLYDT49YU,2025-09-05 03:30:48,2025-09-05 04:04:33,0.562,14039.1,24958.3,PIX,Card,1435.31,11922.68,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100010,TFNRBBNV8S449,TZXAB2K4A0Z49,2025-08-14 23:59:04,2025-08-15 07:42:11,7.719,14013.3,1815.5,PIX,PIX,5203.04,715.53,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,Yes,No,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101348,TF9DY5AWQCKHQ,T9ASOJIBZ89W3,2025-08-09 23:39:22,2025-08-10 01:41:17,2.032,13969.9,6875.1,PIX,PIX,2567.17,1591.04,BR,AE,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102283,TPE0WQHJ6Z25M,TP5FKY4OS5J4O,2025-07-07 14:08:01,2025-07-07 23:08:54,9.015,13966.9,1549.3,Wire,Card,725.1,546.6,AF,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100642,TG6KTL5YRC00J,TTQOG81MGYDDY,2025-09-02 12:09:23,2025-09-02 12:48:01,0.644,13939.4,21648.7,PIX,Card,2210.23,1343.97,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100941,T0ACITOYZLQW2,TZ5705URDBY9I,2025-07-31 12:09:22,2025-07-31 14:17:52,2.142,13939.4,6508.7,PIX,Wire,789.49,2011.77,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100853,TS6BW2OH6EYS6,TZ1O0NLVZOOF8,2025-08-01 17:27:38,2025-08-01 18:51:09,1.392,13936.1,10012.0,PIX,Card,471.46,6221.82,BR,AF,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101193,T9S1N8MG1BENB,T2H33MKPI8Z4Q,2025-09-24 18:11:18,2025-09-25 04:40:35,10.488,13934.5,1328.6,Card,PIX,4698.17,1762.34,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101003,TIO8E5F687MAU,TF6N4I9KQVT4T,2025-07-21 08:59:50,2025-07-21 20:04:30,11.078,13865.8,1251.7,PIX,PIX,609.48,3989.27,AE,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,Yes,Yes,No,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101120,T9LIR913QW98C,TCQZNI6KMI8EL,2025-07-05 13:06:11,2025-07-05 15:24:35,2.307,13856.2,6007.0,PIX,PIX,2152.42,1824.64,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101256,TSAIJSILDNVVL,TI8SN4AVEQHO7,2025-09-25 07:18:26,2025-09-25 10:54:26,3.6,13780.1,3827.8,PIX,PIX,12172.89,527.22,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100012,TJDCS5PZC2KTU,TVDIDRS2KDJJO,2025-08-06 15:12:55,2025-08-07 02:07:09,10.904,13717.3,1258.0,Wire,PIX,205.52,2577.26,BR,SY,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101240,TDEIST1DBDB5T,TKEB6DUKUZU3F,2025-08-11 02:48:26,2025-08-11 11:45:53,8.957,13697.7,1529.2,Card,PIX,5917.37,336.57,BR,AF,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102155,TV71H4G0QSNIO,TZ1T8DOZ40NRX,2025-07-31 22:48:23,2025-08-01 00:37:31,1.819,13683.4,7523.0,PIX,PIX,5469.95,2423.88,AE,BR,KP,BR,Low,Low,High,Low,Yes,No,None,None,No,No,Yes,No,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100653,T4AU44F2HZVF1,T4436U72WPTLU,2025-07-22 22:59:17,2025-07-23 10:05:40,11.106,13672.7,1231.1,Card,Card,9552.14,6952.25,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,Tor,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102355,T0L5PBWJSFY3A,TI5U9NFGBDTCZ,2025-08-10 17:36:12,2025-08-10 22:28:06,4.865,13671.2,2810.1,Card,PIX,957.4,2276.77,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102393,TMA8RUQI5FCYF,TPWET6GO0CIL6,2025-08-10 03:11:32,2025-08-10 05:04:31,1.883,13671.0,7260.0,Card,PIX,3745.78,2934.42,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100543,T74N0OXXIB6Z1,T3VFYIQEUMRG0,2025-09-25 15:57:10,2025-09-25 22:07:01,6.164,13654.5,2215.1,Card,PIX,3256.14,4985.04,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101664,TRRIZ9A2GVWMH,T1DJA99TZHYYD,2025-09-02 13:49:36,2025-09-02 14:52:43,1.052,13630.0,12956.9,PIX,Card,5067.74,8434.99,BR,AE,BR,BR,Low,Low,Low,Low,No,No,Tor,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102049,T0N1HH39OUPC0,THOBMELGMHQ7K,2025-08-15 23:22:40,2025-08-16 11:01:30,11.647,13594.3,1167.2,PIX,PIX,4173.47,2053.96,BR,IR,BR,BR,Low,High,Low,Low,No,No,Tor,None,No,No,No,Yes,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100448,TJAFJUHZCNYRQ,T8ZOTH7B8E6GY,2025-07-05 00:31:46,2025-07-05 10:55:36,10.397,13535.0,1301.8,PIX,Card,3656.56,561.0,BR,CN,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102155,TOUDB4EDHDPUG,TV71H4G0QSNIO,2025-07-31 19:03:36,2025-07-31 22:48:23,3.746,13534.0,3612.5,Card,PIX,4845.03,5469.95,US,AE,BR,KP,Low,Low,Low,High,No,Yes,None,None,No,No,Yes,Yes,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102110,T102WUAT5MSKM,TINHGFZZ2LT4G,2025-09-12 19:26:02,2025-09-12 20:35:23,1.156,13530.5,11706.3,Card,Card,1471.97,2943.02,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102327,TW7ZV311IY9P9,TZO2KMNBMZW2Q,2025-10-02 12:45:39,2025-10-02 13:10:58,0.422,13284.2,31483.4,Card,PIX,5861.44,9402.67,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102491,T14UWY1NNF57L,TZ4J0SBEF36Y9,2025-08-05 17:20:12,2025-08-05 19:12:07,1.865,13237.5,7096.8,PIX,PIX,2133.77,1867.63,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102166,TFL45KUGAI6QN,T8MNEISJ224PD,2025-07-30 21:01:41,2025-07-30 21:06:34,0.081,13204.0,162233.0,PIX,Card,3526.89,3897.44,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101564,TFX1PYC07ZUAS,T2YPYMUOE1CMK,2025-07-27 15:13:18,2025-07-27 23:38:25,8.419,13092.9,1555.2,Card,PIX,3808.56,1991.56,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102221,TRINEEO81OOUU,TI1DQVH0Z76L7,2025-07-06 06:55:16,2025-07-06 07:08:48,0.226,13074.2,57964.3,PIX,PIX,5266.78,32528.04,SY,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101313,TWOBK9JRHOHUW,TETSHJ81OV95T,2025-08-11 16:21:54,2025-08-11 18:10:33,1.811,13071.2,7218.4,Card,PIX,1146.26,6857.39,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100718,TQY1NITFSBTMH,T44KIBHW7VJY9,2025-09-24 02:28:49,2025-09-24 03:01:37,0.547,12979.4,23742.9,PIX,PIX,1734.34,1767.52,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101939,TV4LDJZ3NBBDT,TOV2X1J5J9EZW,2025-07-23 05:26:05,2025-07-23 07:20:27,1.906,12934.2,6785.7,PIX,PIX,8627.81,4659.31,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100771,T6TMCTTGU1NOT,TM8UQ197KQR62,2025-08-06 11:21:06,2025-08-06 11:26:28,0.089,12916.8,144411.0,PIX,PIX,2078.78,1018.1,BR,AE,BR,BR,Low,Low,Low,Low,No,No,VPN,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101297,T0A3OAOUWUP5Q,TWT5EBBOYA7FA,2025-09-08 12:07:34,2025-09-08 13:09:29,1.032,12913.4,12513.6,PIX,PIX,4903.08,2748.85,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101315,T1PUSSH0CTBRF,THU5XMQ4KM964,2025-09-01 02:51:45,2025-09-01 05:00:24,2.144,12888.1,6010.8,PIX,PIX,2812.58,1113.39,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101126,TTQIGIFXP9BAH,TZ6NVFPVOJ1WV,2025-07-31 21:23:22,2025-08-01 08:31:03,11.128,12882.5,1157.7,Card,PIX,1667.24,872.04,BR,IR,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101496,TWIPJH0A1XP74,TSZ89EOK2S3UO,2025-09-04 20:06:42,2025-09-04 23:04:50,2.969,12868.7,4334.5,Card,PIX,710.37,10100.02,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100804,T8QQPLLEDAFSG,TAKNFP90GEISV,2025-08-10 20:00:26,2025-08-10 21:16:34,1.269,12844.2,10122.4,PIX,Card,745.7,8365.06,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102069,TPOR5YB2T2LUO,T2KR9VCGJOQ4C,2025-07-20 04:01:51,2025-07-20 04:14:10,0.205,12840.9,62553.7,PIX,PIX,1427.2,1989.31,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102215,TIPG51SL4XYI6,T7634TF8Z0B4T,2025-08-20 12:25:26,2025-08-20 12:34:13,0.146,12838.7,87702.8,Card,Card,599.34,2770.98,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100262,T4KEXXVYJNZ33,T9QDGNBMVI29N,2025-07-07 00:55:20,2025-07-07 11:38:59,10.727,12720.0,1185.7,PIX,PIX,2130.63,2779.68,BY,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,Proxy,Yes,No,Yes,No,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101752,TIBVUISPUFF1W,TTCTI6XFV0LZ1,2025-09-11 08:16:49,2025-09-11 16:17:54,8.018,12685.9,1582.2,PIX,Card,2297.93,5357.18,SY,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100742,TXP7LQ3FKHBEH,T0FWESQ0IXWXG,2025-07-01 20:02:01,2025-07-01 22:30:45,2.479,12673.1,5112.4,Card,Card,2018.25,2629.57,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102064,TMH0O5T1V6FOE,TSRKJXKYX92Y6,2025-07-15 05:53:03,2025-07-15 07:08:48,1.262,12648.1,10018.3,Card,PIX,1485.68,3988.12,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100233,T9FZLETU3RCTY,TKYWP2AUB71ZP,2025-07-11 20:47:42,2025-07-11 22:08:07,1.34,12647.9,9436.8,Card,PIX,3447.18,19534.63,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100185,T0863BFJ5B757,T5DU7DTW12MQG,2025-08-14 02:10:20,2025-08-14 03:12:29,1.036,12605.3,12169.2,Card,PIX,714.63,1883.13,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100406,TEEW7ZSHG225Q,T6BLGWVM64OZG,2025-07-22 15:16:41,2025-07-22 16:43:40,1.45,12570.5,8671.0,Card,Card,19379.85,1208.16,BR,BY,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100303,T1H4X4D2CSF8U,T6MR23LH10YRZ,2025-08-11 12:36:13,2025-08-11 13:56:41,1.341,12569.0,9372.0,PIX,Wire,2174.41,1180.21,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100183,T8M3DNRF242B5,TIX0RZGYP5XTY,2025-09-23 13:55:41,2025-09-23 14:44:27,0.813,12565.8,15460.3,PIX,PIX,3849.71,8145.4,US,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,Yes,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101485,TCXB1R1JO8EZ0,TS8LLAOCNH5DR,2025-08-05 22:02:41,2025-08-06 08:17:25,10.246,12513.5,1221.4,Wire,PIX,175.44,642.81,AR,FR,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,Yes,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102352,TL0CX81A2W6WV,TJYGLV7279786,2025-08-18 00:12:00,2025-08-18 05:33:17,5.355,12489.5,2332.4,PIX,PIX,2511.04,2902.18,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102104,TFWGTMEMV01M5,TVBC98ZEX92NS,2025-09-06 00:29:54,2025-09-06 01:55:37,1.429,12473.6,8731.3,PIX,PIX,892.05,1737.23,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101056,TQ3TM9W2XOU93,TOTBE6GH5QE6T,2025-07-29 07:44:50,2025-07-29 11:47:14,4.04,12463.0,3084.9,PIX,PIX,2847.03,1113.19,US,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,Yes,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102218,TGGU6P9VOQ50T,TVKWH9TJ3HX0G,2025-08-02 12:13:03,2025-08-02 14:28:31,2.258,12375.5,5481.3,PIX,PIX,2070.66,1167.36,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100842,TBNZNE0YGJV7L,TBTOD8A7T8E7W,2025-07-03 04:44:34,2025-07-03 12:52:44,8.136,12365.0,1519.8,Card,Wire,3447.72,773.94,BR,IR,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102435,TGCZJZAJEN2KU,TGETE34NE0LPD,2025-08-13 00:36:43,2025-08-13 01:19:37,0.715,12268.2,17158.3,PIX,Wire,4680.28,4555.05,BR,AE,BR,BR,Low,Low,Low,Low,No,No,Proxy,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100090,T0IS0BRVM3U85,TLWQFLORPUFAM,2025-09-13 20:23:35,2025-09-14 04:21:27,7.964,12255.4,1538.8,PIX,Card,3958.42,1870.56,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,None,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101374,TP733F9UHZCM8,TMKIALDSOOZH0,2025-10-03 23:56:54,2025-10-04 08:30:14,8.556,12223.0,1428.7,PIX,Card,6306.95,4866.96,CN,US,BR,BR,Low,Low,Low,Low,No,No,VPN,VPN,No,No,Yes,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101455,T5RX1RELVJ72Q,TU85R2PQ3OUUH,2025-09-11 23:20:20,2025-09-12 08:22:07,9.03,12166.9,1347.4,Card,Card,3836.2,1081.82,DE,BR,BR,BR,Low,Low,Low,Low,No,No,Proxy,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100437,T5WC09M4CFBYQ,TRJGGLBHCTK2N,2025-09-07 20:42:03,2025-09-07 23:00:58,2.315,12146.6,5246.3,Card,PIX,980.18,3413.5,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,Yes,No,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100067,T20CAGLRPQ4MF,TPOXXL9L0YW0P,2025-07-11 20:48:09,2025-07-12 04:19:34,7.524,12115.5,1610.3,Card,PIX,1494.82,8743.87,US,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,Yes,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100530,TNAVARTO6KCS8,TBCJNAL7ZF2UC,2025-08-06 13:30:32,2025-08-06 16:01:04,2.509,12107.7,4825.9,Card,PIX,1340.52,13831.62,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101514,TM217N9TS3TOS,T8OBVU4KT8X84,2025-09-10 03:45:07,2025-09-10 10:07:55,6.38,12063.8,1890.9,PIX,Card,1792.01,4817.85,AE,BR,BR,KP,Low,Low,Low,High,No,Yes,None,None,No,No,Yes,No,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100314,TZHC70KK7EEXA,TFTHXZO0JMM43,2025-07-26 15:29:18,2025-07-26 18:47:27,3.303,12042.0,3646.3,PIX,Card,3109.62,9011.88,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101284,TD0OPAFYGG22A,TZT69JYIHZ5UV,2025-07-22 10:04:49,2025-07-22 18:40:53,8.601,12003.7,1395.6,Card,Card,884.26,595.32,BR,YE,BR,SY,Low,Monitored,Low,High,No,Yes,None,None,No,No,No,Yes,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101822,TUVBFK5VGJF62,TMXI3SVVEE99B,2025-09-24 06:00:48,2025-09-24 07:29:10,1.473,11953.2,8116.1,PIX,PIX,10262.8,2544.48,BY,BR,BR,BR,Monitored,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101277,TDGPXV5H2B7VJ,THVTISJY78T9X,2025-07-28 11:32:04,2025-07-28 23:08:32,11.608,11929.7,1027.7,PIX,PIX,21683.44,5299.84,BR,AF,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100317,TLJDND3O0P3DC,TX14YQ8F2YLKK,2025-09-26 12:14:50,2025-09-26 21:02:07,8.788,11901.8,1354.3,Card,PIX,1221.25,810.84,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,VPN,No,Yes,Yes,No,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100338,THXCO6R2H8FVZ,TKWCXBI33BFBO,2025-09-13 13:57:36,2025-09-13 14:39:44,0.702,11894.8,16938.8,PIX,PIX,2257.94,9130.93,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
