customer_id,month,ml_split,weak_label,declared_occupation,kyc_tier,state,city,beneficial_owner,age,months_since_registration,annual_income_brl,kyc_risk_score,avg_amount,max_amount,confirmed_count,pix_count,card_count,wire_count,peer_group_size,peer_total_amount_median,peer_total_amount_mean,peer_total_amount_std,ratio_to_peer_median_total,zscore_vs_peer_total
C101405,2025-07,train,0,Store Owner,L3,PR,Curitiba,No,17.0513347023,20.6307490145,64162,64,2925.2675,6695.87,7,4,3,1,162,31669.09,35831.2956173,23166.3913877,0.738958397605,-0.5365166896
C101406,2025-07,train,0,Mechanic,L1,SC,Florianópolis,No,39.923340178,17.6084099869,51206,56,2360.77,3169.72,4,4,2,0,160,30343.52,32392.094125,18897.9619531,0.466808728849,-0.964520627685
C101407,2025-07,train,0,Dentist,L1,DF,Brasília,No,54.9158110883,49.3101182654,7981,48,4854.85428571,11483.12,7,4,3,0,146,30084.35,34805.0894521,20796.465553,1.12962320941,-0.0394831251476
C101408,2025-07,train,0,Store Owner,L2,PR,Curitiba,No,1.94387405886,48.3574244415,17464,82,5519.17272727,12137.88,11,9,1,1,162,31343.61,35600.9946296,23102.8821075,1.93694663761,1.08687328505
C101409,2025-07,train,0,Consultant,L2,RJ,Rio de Janeiro,Yes,17.3169062286,46.9776609724,20410,70,1299.31,2726.72,2,3,0,0,151,27577.87,33565.8421192,21404.7110243,0.141342678024,-1.38604590763
C101410,2025-07,train,0,Trader,L1,BA,Salvador,No,38.5242984257,56.5703022339,5064,90,3503.232,13494.91,8,5,5,0,158,31623.32,34040.3922785,20520.5847629,1.10780019302,0.0483381800752
C101411,2025-07,train,0,Chef,L3,AM,Manaus,Yes,23.3100616016,65.0131406045,13776,57,4585.00444444,9758.36,8,6,3,0,167,31316.44,35887.0717964,20627.3895906,1.31767978736,0.260719766792
C101412,2025-07,train,0,Accountant,L1,BA,Salvador,Yes,11.4524298426,40.703022339,25178,37,4309.012,5712.19,4,4,1,0,153,30506.83,35683.5240523,20081.3268455,0.706237259001,-0.704060252645
C101413,2025-07,train,1,Freelancer,L3,MG,Belo Horizonte,No,1.96577686516,45.4664914586,7632,34,2218.13545455,4565.97,10,5,4,2,174,28506.535,32815.6718966,19449.4939447,0.855926193766,-0.43271983942
C101414,2025-07,train,0,Trader,L2,AM,Manaus,No,20.7310061602,39.6189224704,17915,37,2566.64,3295.68,3,2,1,0,158,31753.24,34213.3821519,20412.038389,0.242492419671,-1.29891300647
C101415,2025-07,train,0,Nurse,L2,PR,Curitiba,No,28.3832991102,4.33639947438,10571,82,2562.517,5345.78,10,8,2,0,148,31676.745,34126.7826351,19579.0939537,0.808958433071,-0.434218899772
C101416,2025-07,train,0,Designer,L3,PE,Recife,No,28.2381930185,53.482260184,72894,41,3126.91466667,8730.09,14,8,7,0,158,33842.82,36201.8471519,18938.1350335,1.3859282412,0.565096448472
C101417,2025-07,train,0,Software Engineer,L1,CE,Fortaleza,No,61.6427104723,61.9908015769,45055,64,6334.305,23183.01,8,8,1,1,169,30834.99,35567.7011243,23247.3713531,2.05425881442,1.19477374254
C101418,2025-07,train,0,Nurse,L1,SP,Campinas,No,48.3175906913,30.3876478318,18049,75,3043.48,5971.28,4,3,1,1,148,31676.745,34197.1054054,19529.3423072,0.480396581151,-0.97185584168
C101419,2025-07,train,0,Nurse,L3,SP,São Paulo,No,27.3292265572,62.1550591327,27584,65,4227.632,15790.94,5,4,1,0,148,31676.745,34157.1002703,19562.3114516,0.667308462407,-0.665511348314
C101420,2025-07,train,0,Student,L3,RJ,Rio de Janeiro,No,8.19438740589,0,24117,66,9682.456,56095.52,8,7,3,0,160,33717.335,37904.019875,21787.2172906,2.87165518864,2.70436280775
C101421,2025-07,train,0,Chef,L3,BA,Salvador,No,61.4729637235,23.9487516426,11016,60,3665.477,14713.05,10,8,2,0,167,31316.44,35914.6782036,20631.5078565,1.1704641396,0.0358719198594
C101422,2025-07,train,0,Student,L1,CE,Fortaleza,No,57.6317590691,43.2982917214,15259,67,1904.35833333,2656.91,6,3,2,1,160,33855.63,38437.7599375,22177.0382454,0.33749630416,-1.21799897888
C101423,2025-07,train,0,Entrepreneur,L1,SP,São Paulo,No,24.8295687885,17.8055190539,5644,81,4564.5,9384.47,4,2,2,0,141,31641.13,34337.2192908,16183.6691663,0.577033753219,-0.993545970664
C101424,2025-07,train,1,Accountant,L1,PE,Recife,No,35.8548939083,5.91327201051,56188,83,4135.67133333,12883.53,15,10,5,0,153,30305.43,35418.8834641,19998.3962266,2.04699520845,1.33091605118
C101425,2025-07,train,0,Consultant,L1,SP,Campinas,No,57.9274469541,56.2746386334,16215,87,6154.84166667,14655.12,5,4,2,0,151,27569.55,33347.0929801,21538.4766435,1.33948686141,0.16630503072
C101426,2025-07,train,0,Accountant,L3,RN,Natal,No,54.0670773443,26.8396846255,2197,64,2010.9075,5575.29,6,6,2,0,153,30506.83,35719.1959477,20051.1123966,0.527333059515,-0.9790946038
C101427,2025-07,train,0,Lawyer,L1,RS,Porto Alegre,No,58.8747433265,42.0170827858,11285,61,3966.273,10658.73,9,5,5,0,146,32005.475,34075.3232877,17631.6975343,1.23924828486,0.316895562748
C101428,2025-07,train,0,Teacher,L2,MG,Belo Horizonte,No,56.5694729637,42.5755584757,6186,62,6885.4425,15932.91,4,0,3,1,151,30608.44,32396.1236424,18535.8374872,0.899809660342,-0.261890170636
C101429,2025-07,train,0,Teacher,L3,CE,Fortaleza,No,57.054072553,50.4927726675,20846,82,6205.79555556,14867.2,8,5,4,0,151,30418.11,32208.6376159,18439.9316715,1.83614826825,1.28219143136
C101430,2025-07,train,0,Nurse,L3,AM,Manaus,No,28.6406570842,10.3810775296,10521,50,4321.00545455,12391.02,11,7,4,0,148,31576.925,33978.7698649,19559.8637471,1.50524663184,0.692862195276
C101431,2025-07,train,0,Consultant,L3,BA,Salvador,No,62.4394250513,37.0565045992,11341,27,5039.3225,13929.17,12,9,3,0,151,27569.55,33191.1802649,21425.73261,2.19342970778,1.2732675345
C101432,2025-07,train,0,Teacher,L3,PR,Curitiba,No,21.9822039699,17.8055190539,7381,63,7604.5275,14435.31,4,2,2,0,151,30608.44,32377.0750331,18539.361392,0.99378178045,-0.105665184021
C101433,2025-07,train,0,Store Owner,L3,BA,Salvador,No,62.3107460643,27.3981603154,12977,94,4783.64428571,7232.38,7,4,3,0,162,31343.61,35769.0525926,23186.2705223,1.06833609785,-0.0984868433411
C101434,2025-07,train,0,Software Engineer,L1,SP,São Paulo,Yes,57.2703627652,31.0446780552,22489,44,4926.27,9629.12,4,4,1,0,169,30959.17,35796.7644379,23329.5445441,0.795607569583,-0.478595474368
C101435,2025-07,train,1,Teacher,L3,MG,Belo Horizonte,No,35.7919233402,44.0867279895,27971,62,6759.90571429,21189.28,13,6,7,1,151,30418.11,31951.773245,17824.3662985,3.11126102181,3.51692204398
C101436,2025-07,train,0,Accountant,L3,CE,Fortaleza,No,2.84736481862,1.67542706965,12151,50,15255.4166667,66616.54,5,2,4,0,153,30305.43,35226.0898039,19591.930058,3.0203333198,2.87395933067
C101437,2025-07,train,0,Entrepreneur,L2,SP,São Paulo,No,36.0136892539,59.099868594,35612,37,4318.0575,11898.23,7,5,3,0,141,31542.64,34221.7124823,16240.2009627,1.09516705006,0.0198733696998
C101438,2025-07,train,0,Trader,L1,SP,Campinas,No,15.1019849418,6.80026281209,6818,48,5821.24818182,30129.55,11,5,5,1,158,31623.32,33856.8390506,20379.8140662,2.02488954354,1.48072454692
C101439,2025-07,train,0,Store Owner,L1,MG,Belo Horizonte,No,21.1909650924,6.80026281209,22457,55,7788.3975,23945.74,4,1,3,0,162,31669.09,35783.4471605,23184.1110941,0.983722298304,-0.199699576219
C101440,2025-07,train,0,Freelancer,L3,SP,São Paulo,No,37.4154688569,59.5597897503,14391,57,9036.80666667,29777.42,6,6,0,0,174,28309.23,32644.2848276,19391.0871079,1.91530606802,1.11270477268
C101441,2025-07,train,0,Store Owner,L3,AM,Manaus,No,14.1902806297,55.1248357424,15226,29,3782.60111111,10893.61,9,7,2,0,162,31343.61,35765.6087654,23186.5698519,1.08613557915,-0.0742757025481
C101442,2025-07,train,0,Store Owner,L3,BA,Salvador,No,49.4209445585,33.1143232589,13993,61,2961.69090909,5488.9,10,7,4,0,162,31343.61,35774.6508025,23185.6048937,1.03940165156,-0.137846341173
C101443,2025-07,train,0,Dentist,L3,MG,Belo Horizonte,No,47.1348391513,0,41935,48,3264.264,8503.26,9,5,2,3,146,30084.35,34814.2767123,20795.7999302,1.08503723697,-0.10442669768
C101444,2025-07,train,0,Software Engineer,L1,RN,Natal,No,54.5325119781,45.2365308804,13347,12,3162.67,9450.24,11,5,5,2,169,30834.99,35717.943787,23344.7169882,1.23081084184,0.0957002911683
C101445,2025-07,train,0,Designer,L3,RJ,Rio de Janeiro,Yes,16.3121149897,38.2720105125,21304,43,3551.2875,6865.46,3,3,1,0,158,34555.53,36408.8001266,18874.7839777,0.41108181527,-1.17636578796
C101446,2025-07,train,0,Consultant,L2,GO,Goiânia,No,2.57905544148,60.3153745072,18370,42,2674.89857143,5537.02,5,6,1,0,151,27577.87,33467.6543046,21507.0074902,0.678960702911,-0.685514445064
C101447,2025-07,train,0,Teacher,L1,MG,Belo Horizonte,No,47.6687200548,16.5900131406,53205,94,5198.68142857,11173.63,7,1,6,0,151,30418.11,32337.5209934,18537.1122666,1.19635210735,0.218655902189
C101448,2025-07,train,0,Nurse,L2,GO,Goiânia,No,30.0588637919,65.2759526938,11847,88,4151.318,13300.41,8,8,2,0,148,31576.925,34019.4312162,19581.8755917,1.31466822688,0.382687998843
C101449,2025-07,train,0,Store Owner,L3,SP,São Paulo,Yes,30.0725530459,65.0459921156,14104,53,6119.18666667,25845.15,6,5,1,0,162,31343.61,35749.1167284,23186.8404523,1.17137496287,0.0416617034818
C101450,2025-07,train,0,Software Engineer,L3,SP,São Paulo,No,64.9664613279,34.7897503285,9751,61,3381.97625,10322.7,8,4,4,0,169,30959.17,35782.4185207,23335.6961879,0.873919100544,-0.373959638934
C101451,2025-07,train,0,Software Engineer,L2,PE,Recife,No,59.7070499658,65.111695138,19023,74,1865.83,3226.23,2,2,1,1,169,30959.17,35898.3504142,23242.6515967,0.241069770281,-1.22339872866
C101452,2025-07,train,0,Nurse,L1,PR,Curitiba,No,27.1403148528,31.6360052562,8493,47,8272.07833333,21547.91,3,3,2,1,148,31576.925,33964.5711486,19549.1830586,1.57179554374,0.801460542078
C101453,2025-07,train,0,Dentist,L3,PR,Curitiba,No,22.5352498289,39.7174770039,27925,44,5598.32,7859.16,3,1,2,0,146,30401.93,34922.8224658,20742.3883454,0.552430717392,-0.8739525152
C101454,2025-07,train,0,Nurse,L1,SP,Campinas,No,38.4969199179,53.0880420499,26577,26,4672.07363636,9146.88,9,6,5,0,148,31576.925,33952.6769595,19539.0400532,1.62754321391,0.892578805974
C101455,2025-07,train,0,Trader,L2,BA,Salvador,Yes,4.77754962355,44.3166885677,18512,57,6895.16571429,21416.82,7,2,5,0,158,31623.32,33956.6337975,20489.1339311,1.5262837678,0.698395854634
C101456,2025-07,train,0,Freelancer,L3,RS,Porto Alegre,No,24.2546201232,50.9198423127,8317,61,3815.41555556,11152.83,8,7,2,0,174,28309.23,32758.5497701,19459.5878227,1.21298742495,0.0812036844911
C101457,2025-07,train,1,Mechanic,L2,SP,Campinas,No,36.6762491444,18.7582128778,23507,83,3143.21111111,7076.59,8,7,2,0,160,30343.52,32303.817375,18950.1662522,0.932288014047,-0.211867132012
C101458,2025-07,train,0,Software Engineer,L1,RN,Natal,Yes,1.89733059548,52.3981603154,25928,35,1556.62428571,3099.96,7,3,4,0,169,30959.17,35878.0365089,23266.1215915,0.351959371004,-1.07373574967
C101459,2025-07,train,0,Designer,L2,MG,Belo Horizonte,No,55.0800821355,8.27858081472,9574,51,1290.7975,2535.78,3,2,1,1,158,34555.53,36466.0277215,18792.9752595,0.149417184456,-1.66566694678
C101460,2025-07,train,0,Trader,L2,RN,Natal,No,47.6194387406,0.788436268068,9211,33,3453.13428571,9409.92,14,8,5,1,158,31623.32,33956.1418987,20488.7872552,1.52874144777,0.702224974181
C101461,2025-07,train,0,Mechanic,L2,MG,Belo Horizonte,No,12.0821355236,1.67542706965,92542,50,6514.19428571,11207.46,6,4,1,2,160,29984.81,32195.627,18923.1771368,1.52074867241,0.708323602485
C101462,2025-07,train,0,Teacher,L1,AM,Manaus,No,38.9075975359,52.2010512484,32089,48,1960.16,3910.26,2,3,0,0,151,30608.44,32539.575894,18412.6711322,0.19211955918,-1.44786683598
C101463,2025-07,train,1,Lawyer,L3,MG,Belo Horizonte,No,4.87611225188,22.3061760841,9940,31,3193.79444444,9873.82,8,4,5,0,146,32091.445,34150.1080822,17632.0849908,0.895695098803,-0.306597778143
C101464,2025-07,train,0,Student,L1,SP,Campinas,No,65.9657768652,52.8252299606,12406,87,3633.58333333,8808.04,8,4,5,0,160,33855.63,38304.7843125,22275.2146469,0.96593240179,-0.251514268271
C101465,2025-07,train,1,Software Engineer,L1,PR,Curitiba,No,60.180698152,41.8856767411,11697,52,6676.915,17226.7,11,8,4,0,169,30834.99,35468.4115976,23091.2523673,2.59844352147,1.93383051261
C101466,2025-07,train,0,Mechanic,L2,SP,São Paulo,No,41.9274469541,37.6149802891,26190,43,3919.87,10329.99,8,4,4,0,160,29984.81,32284.6295,18952.6830969,1.04582820435,-0.0488410794012
C101467,2025-07,train,0,Nurse,L2,MG,Belo Horizonte,No,16.4544832307,51.2483574244,17382,36,7561.05285714,14151.04,6,7,0,0,148,31576.925,33942.3083108,19529.307128,1.67614072618,0.972131861346
C101468,2025-07,train,0,Entrepreneur,L1,CE,Fortaleza,No,15.1923340178,5.55190538765,18781,90,3132.79,6683.77,5,3,1,1,141,31641.13,34355.6168085,16163.7520527,0.495050271593,-1.15639405675
C101469,2025-07,train,0,Student,L2,CE,Fortaleza,Yes,39.5783709788,0.197109067017,26768,62,2414.36875,6862.47,6,5,3,0,160,33855.63,38388.4549375,22228.5299257,0.57050924765,-0.858064163543
C101470,2025-07,train,0,Accountant,L2,MG,Belo Horizonte,No,22.3326488706,10.4796320631,21670,55,3579.10666667,9031.33,6,5,1,0,153,30506.83,35683.9843137,20080.9998415,0.703928923457,-0.70760143548
C101471,2025-07,train,0,Lawyer,L1,SP,São Paulo,No,24.7638603696,12.7463863338,21407,79,3566.94428571,8547.8,7,3,3,1,146,32091.445,34175.9679452,17621.2915694,0.778045675413,-0.522513228325
C101472,2025-07,train,0,Lawyer,L3,CE,Fortaleza,No,42.1081451061,55.9789750329,22032,54,3994.37166667,7341.06,4,3,2,1,146,32091.445,34182.8335616,17617.4810742,0.746810559637,-0.579912844443
C101473,2025-07,train,0,Software Engineer,L2,BA,Salvador,No,33.1252566735,8.60709592641,15310,57,1768.215,3036.62,5,4,2,0,169,30959.17,35879.7352071,23264.2761035,0.342686512591,-1.08623389331
C101474,2025-07,train,0,Trader,L1,RJ,Rio de Janeiro,No,55.6906228611,29.8948751643,13401,57,3256.14125,6173.34,7,5,2,1,158,31753.24,34097.2479114,20510.7449777,0.820361323758,-0.392385450658
C101475,2025-07,train,0,Freelancer,L1,GO,Goiânia,No,54.3572895277,38.6005256242,6401,27,5185.29833333,23721.02,5,3,3,0,174,28309.23,32777.0954598,19459.5470293,1.09899810062,-0.085577812128
C101476,2025-07,train,0,Freelancer,L3,RN,Natal,No,40.4435318275,24.6714848883,11287,73,2211.15125,3995.85,7,5,3,0,174,28506.535,32854.2367241,19425.9659421,0.620531748246,-0.780657536895
C101477,2025-07,train,0,Software Engineer,L3,RN,Natal,No,21.492128679,59.3626806833,18515,15,6141.76285714,17738.45,7,5,2,0,169,30834.99,35688.1195266,23338.5870337,1.39427124834,0.312967552956
C101478,2025-07,train,0,Software Engineer,L2,CE,Fortaleza,No,49.9000684463,18.1340341656,17628,58,4422.794,8968.8,5,2,3,0,169,30959.17,35811.6601775,23321.5584773,0.714294666168,-0.587340258192
C101479,2025-07,train,0,Student,L3,CE,Fortaleza,No,33.2429842574,21.6819973719,8487,24,3714.713,11088.53,10,7,3,0,160,33717.335,38277.0038125,22279.4388061,1.10172200739,-0.0507137465325
C101480,2025-07,train,0,Accountant,L1,SP,Campinas,No,50.4284736482,17.641261498,18487,76,4964.45142857,9057.25,7,5,2,0,153,30305.43,35597.2096732,20113.7161148,1.14669747303,-0.042063319795
C101481,2025-07,train,0,Dentist,L3,RN,Natal,No,14.9048596851,32.0302233903,10617,91,7490.862,22991.79,5,2,2,1,146,30084.35,34781.3200685,20795.3999208,1.24497654096,0.128537558387
C101482,2025-07,train,0,Trader,L2,BA,Salvador,Yes,18.7077344285,25.7227332457,20330,52,5039,11818.22,7,6,1,1,158,31623.32,34006.9765823,20514.6048764,1.27475546527,0.307343156532
C101483,2025-07,train,0,Trader,L2,AM,Manaus,No,54.6119096509,42.1484888305,31595,48,5472.57444444,13273.16,9,5,4,0,158,31623.32,33950.3868987,20484.5904499,1.55749522821,0.74703876256
C101484,2025-07,train,0,Designer,L3,PE,Recife,No,35.4058863792,11.9250985545,14847,30,1978.84333333,2798.92,6,4,1,1,158,34555.53,36423.5601899,18856.3777138,0.34359363031,-1.3019732932
C101485,2025-07,train,0,Freelancer,L3,DF,Brasília,No,37.9000684463,56.9973718791,12455,62,2395.654,5066.29,5,1,3,1,174,28506.535,32887.0582184,19395.2909842,0.420193825732,-1.07803426282
C101486,2025-07,train,0,Software Engineer,L2,CE,Fortaleza,Yes,25.4099931554,49.1130091984,23507,76,4894.155,22452.27,7,6,2,0,169,30834.99,35710.8360947,23343.8476753,1.2697665866,0.147465145987
C101487,2025-07,train,0,Lawyer,L2,SP,Campinas,No,51.2580424367,20.8935611038,10588,45,6668.23666667,18632.89,5,5,1,0,146,32005.475,34072.9486986,17630.9161629,1.25008049404,0.336708044353
C101488,2025-07,train,0,Entrepreneur,L1,RJ,Rio de Janeiro,No,65.1663244353,54.5335085414,24564,67,4048.54555556,7705.22,8,7,2,0,141,31542.64,34208.2908511,16239.1391154,1.15516361345,0.13723751814
C101489,2025-07,train,0,Dentist,L2,SP,São Paulo,No,27.40862423,33.3771353482,15254,58,7409.923,26012,9,6,4,0,146,30084.35,34530.3274658,20537.1160418,2.46304906039,1.92670199914
C101490,2025-07,train,0,Nurse,L3,DF,Brasília,No,25.735797399,3.54796320631,16813,26,7749.65777778,16755.47,8,6,2,1,148,31576.925,33828.6627027,19367.8049894,2.20879392151,1.8545342292
C101491,2025-07,train,0,Designer,L3,GO,Goiânia,No,30.7679671458,11.8593955322,25892,63,3713.281,7350.17,10,4,5,1,158,33842.82,36263.6883544,18957.1379827,1.09721382556,0.0458466698066
C101492,2025-07,train,0,Nurse,L2,DF,Brasília,No,6.42299794661,59.4283837057,9852,42,4409.32125,22551.18,7,7,0,1,148,31576.925,34061.5839865,19591.3083118,1.11709959092,0.0619144977053
C101493,2025-07,train,0,Nurse,L3,MG,Belo Horizonte,No,51.5838466804,4.00788436268,2288,44,4532.79444444,11687.32,8,5,4,0,148,31576.925,34024.2827703,19583.6546137,1.29192915396,0.345740739575
C101494,2025-07,train,0,Store Owner,L3,SC,Florianópolis,Yes,44.1998631075,65.9658344284,15483,39,4959.291,12840.78,5,6,4,0,162,31343.61,35669.6241975,23161.1448641,1.58223350788,0.601148426995
C101495,2025-07,train,0,Mechanic,L2,MG,Belo Horizonte,No,23.0828199863,61.629434954,22976,65,1907.68,3245.06,4,3,2,1,160,30343.52,32409.085,18880.225039,0.377216618243,-1.11031542033
C101496,2025-07,train,1,Chef,L1,BA,Salvador,No,51.5017111567,4.17214191853,18163,65,2886.7975,10100.19,12,6,6,0,167,31316.44,35926.7332934,20631.3476526,1.10617841619,-0.0622917763323
C101497,2025-07,train,0,Store Owner,L1,BA,Salvador,No,41.9219712526,28.1208935611,11679,35,7698.275,15082.39,6,6,0,0,162,31343.61,35690.6319753,23172.2868195,1.47365443866,0.453085105776
C101498,2025-07,train,0,Designer,L2,AM,Manaus,No,42.1765913758,24.1458607096,22959,81,2962.66666667,5684.19,3,1,2,0,158,34555.53,36442.4529747,18830.090353,0.257209193434,-1.46332027399
C101499,2025-07,train,0,Accountant,L3,CE,Fortaleza,No,30.3216974675,38.7976346912,8366,55,2193.39166667,5932.85,6,5,1,0,153,30506.83,35738.3260784,20030.8341022,0.431390282111,-1.12716105396
C101500,2025-07,train,0,Entrepreneur,L3,SP,Campinas,No,51.819301848,0,9483,34,3092.63444444,7472.69,8,7,2,0,141,31641.13,34269.3064539,16231.1772353,0.879668646474,-0.396495975652
C101501,2025-07,train,0,Entrepreneur,L3,SP,São Paulo,Yes,59.1348391513,38.6333771353,10962,74,5503.53428571,20190.43,7,4,3,0,141,31542.64,34193.4835461,16236.1267338,1.22135433179,0.266766607881
C101502,2025-07,train,1,Designer,L2,CE,Fortaleza,No,59.0198494182,37.3193166886,11844,80,3349.86916667,12108.14,10,7,4,1,158,33842.82,36244.2856962,18954.6537883,1.18779788446,0.208610737392
C101503,2025-07,train,0,Freelancer,L2,AM,Manaus,No,54.2724161533,41.4914586071,23405,55,3240.4475,16814.54,11,8,4,0,174,28309.23,32732.4197126,19454.365135,1.37359334747,0.3162760771
C101504,2025-07,train,0,Software Engineer,L1,RN,Natal,No,51.8165639973,0,6840,42,2683.05285714,4474.59,7,5,2,0,169,30959.17,35831.3797041,23308.4780845,0.606649661473,-0.731493907166
C101505,2025-07,train,0,Software Engineer,L3,MG,Belo Horizonte,Yes,49.3826146475,11.8593955322,16161,34,6744.63181818,30258.85,11,10,1,0,169,30834.99,35503.5123669,23154.8853878,2.40606369582,1.67081101829
C101506,2025-07,train,0,Teacher,L2,GO,Goiânia,No,38.9623545517,50.6570302234,7384,42,2757.113,6249.44,10,7,3,0,151,30608.44,32395.9292053,18535.8885917,0.900768872899,-0.260295004549
C101507,2025-07,train,0,Freelancer,L1,PR,Curitiba,No,6.78165639973,32.4244415243,28339,78,7494.76,13022.04,4,3,1,0,174,28309.23,32783.6055172,19458.7950106,1.05898464918,-0.144128427054
C101508,2025-07,train,0,Nurse,L3,AM,Manaus,No,6.05065023956,9.55978975033,26524,76,2526.09833333,4996.87,6,6,0,0,148,31676.745,34197.5162838,19528.9396237,0.478476876333,-0.975010760989
C101509,2025-07,train,0,Mechanic,L1,SP,Campinas,No,7.11567419576,39.9474375821,32224,91,1815.095,3877.32,7,6,2,0,160,30343.52,32389.86825,18900.1009994,0.478545666422,-0.945450410588
C101510,2025-07,train,0,Accountant,L1,PA,Belém,No,64.1505817933,22.0433639947,31927,90,8335.18857143,24887.29,6,4,3,0,153,30305.43,35442.9929412,20028.4197019,1.92527609739,1.14354139766
C101511,2025-07,train,0,Lawyer,L3,SP,Campinas,No,63.5126625599,38.2063074901,35782,36,3860.05833333,13011.56,6,4,2,0,146,32091.445,34188.3532877,17614.1297335,0.721698571068,-0.626088455944
C101512,2025-07,train,0,Nurse,L2,RS,Porto Alegre,No,38.5845311431,0,20312,30,2116.36,4347.5,4,2,4,0,148,31676.745,34214.1272973,19511.5660259,0.400866945136,-1.10272887726
C101513,2025-07,train,0,Software Engineer,L3,BA,Salvador,No,34.9103353867,37.6806833114,16141,65,8415.07428571,37984.35,7,6,1,0,169,30834.99,35593.9586982,23276.375959,1.91034665489,1.0015116332
C101514,2025-07,train,1,Accountant,L3,PR,Curitiba,No,30.0561259411,29.1392904074,12313,70,4321.28266667,12723.66,15,7,8,0,153,30305.43,35400.6862745,19972.718104,2.13886554324,1.47293691186
C101515,2025-07,train,0,Software Engineer,L3,DF,Brasília,No,34.9212867899,8.8370565046,37724,74,1887.405,3624.9,4,3,1,0,169,30959.17,35897.8397633,23243.2790772,0.243857312712,-1.21963083045
C101516,2025-07,train,0,Lawyer,L1,AM,Manaus,No,49.3305954825,60.6110381078,12955,59,3867.384,6436.03,5,3,2,0,146,32091.445,34214.5411644,17594.7285929,0.602556849653,-0.845572643296
C101517,2025-07,train,1,Freelancer,L2,SP,Campinas,No,31.7070499658,58.0157687254,10091,73,3179.81916667,17817.3,10,4,7,1,174,28309.23,32736.600977,19455.616085,1.34789360219,0.278645970362
C101518,2025-07,train,1,Designer,L1,RJ,Rio de Janeiro,No,49.659137577,43.8567674113,3362,36,6030.23666667,23469.09,8,4,5,0,158,33842.82,36155.2116456,18902.3918923,1.60365270979,0.958445812446
C101519,2025-07,train,0,Driver,L1,PE,Recife,No,63.7727583847,14.0275952694,11947,70,4519.96166667,17702.39,6,3,3,0,139,31288.01,35637.5517266,20067.6582899,0.866778360145,-0.424453197457
C101520,2025-07,train,0,Nurse,L2,PE,Recife,No,12.0109514031,56.2417871222,21158,51,4898.702,9714.5,10,8,2,0,148,31576.925,33968.9322973,19552.628846,1.55135498469,0.768085346526
C101521,2025-07,train,0,Designer,L3,PR,Curitiba,No,63.3100616016,58.4756898817,18930,77,5585.73,15473.1,6,3,4,0,158,33842.82,36251.2370886,18955.909155,1.15534432414,0.150289436824
C101522,2025-07,train,0,Lawyer,L1,PR,Curitiba,No,7.02258726899,7.95006570302,10399,68,5384.8,28723.14,8,5,1,2,146,32005.475,34051.9282877,17621.9325949,1.34596971299,0.512229385949
C101523,2025-07,train,0,Chef,L3,PR,Curitiba,No,62.8665297741,19.2181340342,23666,61,3097.68,5006.21,4,4,0,0,167,31337.92,36059.9719162,20550.1237121,0.39539063218,-1.15178148063
C101524,2025-07,train,0,Nurse,L1,SC,Florianópolis,No,13.8206707734,16.1629434954,13024,80,3021.85166667,6275.4,5,4,2,0,148,31676.745,34177.4181757,19547.1089179,0.572379201209,-0.820904423416
C101525,2025-07,train,0,Mechanic,L2,GO,Goiânia,No,14.0342231348,56.1432325887,30687,28,4465.508,13463.73,5,3,1,1,160,30343.52,32341.075875,18936.2835469,0.735825639214,-0.528801538602
C101526,2025-07,train,0,Store Owner,L3,PA,Belém,No,61.1635865845,1.44546649146,27694,62,1376.07142857,2004.62,7,4,1,2,162,31669.09,35916.2933951,23094.8205732,0.304160934211,-1.13808173186
C101527,2025-07,train,0,Consultant,L3,SP,São Paulo,No,30.970568104,2.89093298292,11709,39,4295.10428571,14082.88,7,5,2,0,151,27569.55,33392.5454305,21538.747648,1.09054119491,-0.154457236086
C101528,2025-07,train,0,Dentist,L3,DF,Brasília,No,13.4592744695,7.35873850197,16157,67,7126.17222222,34895.48,9,2,7,0,146,30084.35,34598.5718493,20652.4029664,2.13185759373,1.4301957113
C101529,2025-07,train,0,Store Owner,L1,SP,Campinas,No,37.3990417522,38.4691195795,37283,52,3533.59857143,6017.73,6,5,2,0,162,31669.09,35823.0669136,23170.5935741,0.781051492165,-0.478532277481
C101530,2025-07,train,1,Student,L2,SP,Campinas,No,64.334017796,56.011826544,40830,68,6059.1,17802.46,9,8,1,0,160,33717.335,38168.349,22242.0271342,1.61732533132,0.73570412001
C101531,2025-07,train,0,Software Engineer,L3,PA,Belém,No,52.1505817933,54.4021024967,11823,63,3643.62333333,14641.86,6,3,3,0,169,30959.17,35813.1526627,23320.6684789,0.706147483928,-0.59824239924
C101532,2025-07,train,0,Teacher,L3,DF,Brasília,No,45.6344969199,33.1800262812,11348,51,7422.47,45730.41,10,6,4,0,151,30418.11,32086.9651656,18220.1524377,2.44014831954,2.3126993574
C101533,2025-07,train,0,Consultant,L2,RJ,Rio de Janeiro,No,53.8097193703,6.70170827858,50709,56,2437.75444444,8516.04,9,5,4,0,151,27577.87,33446.3596026,21520.0855544,0.795557815016,-0.534689770335
C101534,2025-07,train,0,Entrepreneur,L1,RS,Porto Alegre,No,60.076659822,37.8449408673,8326,57,4138.20833333,9019.17,5,3,3,0,141,31641.13,34290.6146809,16220.6645624,0.784714389151,-0.583290816751
